

odpt.Railway:TokyoMetro.Ginza,銀座線,渋谷,浅草,A
odpt.Railway:TokyoMetro.MarunouchiBranch,丸ノ内線,荻窪,池袋,A
odpt.Railway:TokyoMetro.Marunouchi,丸ノ内線,荻窪,池袋,A
odpt.Railway:TokyoMetro.Hibiya,日比谷線,中目黒,北千住,B
odpt.Railway:TokyoMetro.Tozai,東西線,西船橋,中野,A
odpt.Railway:TokyoMetro.Chiyoda,千代田線,代々木上原,綾瀬,A
odpt.Railway:TokyoMetro.Yurakucho,有楽町線,新木場,和光市,B
odpt.Railway:TokyoMetro.Fukutoshin,副都心線,渋谷,和光市,B
odpt.Railway:TokyoMetro.Hanzomon,半蔵門線,押上＜スカイツリー前＞,渋谷,A
odpt.Railway:TokyoMetro.Namboku,南北線,赤羽岩淵,目黒,A


